2.700000000000000000e+01,-2.262803355163858831e+07,-1.107646155691198632e+07,8.796277366860754788e+06,0.000000000000000000e+00
3.521400000000000000e+05,nan,nan,nan,0.000000000000000000e+00
3.200000000000000000e+01,-1.381491946404920891e+07,-2.050163513739424199e+07,1.005326442915609106e+07,0.000000000000000000e+00
3.477900000000000000e+05,nan,nan,nan,0.000000000000000000e+00
5.000000000000000000e+00,2.519283675545957685e+07,-4.640123792929131538e+06,-7.530554979704284109e+06,0.000000000000000000e+00
3.456600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
8.000000000000000000e+00,-2.041496552979189530e+07,-1.241046768229516223e+06,1.709556850697721168e+07,0.000000000000000000e+00
3.494400000000000000e+05,nan,nan,nan,0.000000000000000000e+00
1.000000000000000000e+01,-4.341047660655331798e+06,-1.445038709344325773e+07,2.196782387363631278e+07,0.000000000000000000e+00
3.456600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
1.200000000000000000e+01,2.383920395842869952e+07,-1.049847998756497167e+07,-5.051599589183281176e+06,0.000000000000000000e+00
3.527100000000000000e+05,nan,nan,nan,0.000000000000000000e+00
1.300000000000000000e+01,2.112870626727430895e+07,1.041321424789278209e+07,1.227451265359084122e+07,0.000000000000000000e+00
3.456600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
1.500000000000000000e+01,2.064505401482560486e+07,-1.285197567843697965e+06,1.647958891286836565e+07,0.000000000000000000e+00
3.456600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
1.800000000000000000e+01,4.939104714145546779e+06,-2.605572029997888952e+07,1.663276393147560884e+05,0.000000000000000000e+00
3.456600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
2.000000000000000000e+01,2.347106121689970419e+07,-3.049222290697182529e+06,-1.172800881026410125e+07,0.000000000000000000e+00
3.456600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
2.300000000000000000e+01,8.379171480087066069e+06,-1.711588848042642325e+07,1.845655388842871413e+07,0.000000000000000000e+00
3.456600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
2.400000000000000000e+01,1.463055206625964306e+07,-1.223088529842333682e+07,1.807667483354242891e+07,0.000000000000000000e+00
3.456600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
2.700000000000000000e+01,-2.263994472415268049e+07,-1.109033696873437613e+07,8.749560952542044222e+06,0.000000000000000000e+00
3.456300000000000000e+05,nan,nan,nan,0.000000000000000000e+00
2.900000000000000000e+01,4.574834056842824444e+06,-1.526202518907948956e+07,-2.129013240918630734e+07,0.000000000000000000e+00
3.456600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
3.200000000000000000e+01,-1.379686814241749980e+07,-2.049190988525279611e+07,1.009802424331714772e+07,0.000000000000000000e+00
3.471900000000000000e+05,nan,nan,nan,0.000000000000000000e+00
2.300000000000000000e+01,1.337750504953192174e+07,-1.910177468584997207e+07,1.264013400041603856e+07,0.000000000000000000e+00
3.483600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
1.200000000000000000e+01,2.023048970657188073e+07,-5.363925381322446279e+06,1.601949829064123333e+07,0.000000000000000000e+00
3.556800000000000000e+05,nan,nan,nan,0.000000000000000000e+00
2.700000000000000000e+01,-1.996453930999846756e+07,-1.232055906815211289e+07,-1.298021866331778653e+07,0.000000000000000000e+00
3.528600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
3.200000000000000000e+01,1.122141104479797417e+06,-1.535613954570641369e+07,2.176231438501358405e+07,0.000000000000000000e+00
3.528600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
1.000000000000000000e+00,-1.561394588442702591e+07,-1.835263417711715214e+06,2.120083207420623302e+07,0.000000000000000000e+00
3.573000000000000000e+05,nan,nan,nan,0.000000000000000000e+00
1.000000000000000000e+01,9.524508730936340988e+06,-2.251126582898658141e+07,1.016415465092378482e+07,0.000000000000000000e+00
3.528600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
1.200000000000000000e+01,2.020948531664589420e+07,-5.337834303507835604e+06,1.605435668613703176e+07,0.000000000000000000e+00
3.528600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
1.500000000000000000e+01,2.631884138322268799e+07,3.796027453212048858e+06,-3.278040086779541802e+06,0.000000000000000000e+00
3.528600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
1.800000000000000000e+01,7.929915757062019780e+06,-1.685241710540593788e+07,-1.891977386901792884e+07,0.000000000000000000e+00
3.528600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
2.100000000000000000e+01,-1.815785002930644155e+07,-9.111383572944402695e+06,1.806827342183547467e+07,0.000000000000000000e+00
3.541500000000000000e+05,nan,nan,nan,0.000000000000000000e+00
2.200000000000000000e+01,-1.732533065965664014e+07,-9.698709270230950788e+05,2.024651259221631289e+07,0.000000000000000000e+00
3.598500000000000000e+05,nan,nan,nan,0.000000000000000000e+00
2.300000000000000000e+01,1.688893921616724506e+07,-2.043875380007872730e+07,-9.539171585993173067e+05,0.000000000000000000e+00
3.528600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
2.400000000000000000e+01,1.787725343670434505e+07,6.364284917009343393e+06,1.848683788759401813e+07,0.000000000000000000e+00
3.528600000000000000e+05,nan,nan,nan,0.000000000000000000e+00
2.500000000000000000e+01,1.963707464726875722e+07,-1.609925085901897028e+07,7.034446325929588638e+06,0.000000000000000000e+00
3.547800000000000000e+05,nan,nan,nan,0.000000000000000000e+00
3.100000000000000000e+01,-7.298830404673040845e+06,-2.520059831377045438e+07,1.785505768845807761e+06,0.000000000000000000e+00
